REGION,COUNTRY,Popn_2010,Inc_group_2010,M_Group,P_Group,O_Group,W_Group,W_MM_Group,E_Group,R_Group,NTCP_Group,Survey_title,Survey_year,Survey_national,Survey_age_grp,Smk_1_def,Smk_1_tob_use_M,Smk_1_tob_use_F,Smk_1_tob_use_B,Smk_2_def,Smk_2_tob_use_M,Smk_2_tob_use_F,Smk_2_tob_use_B,Smkless_def,Smkless_tob_use_M,Smkless_tob_use_F,Smkless_tob_use_B,Tobacco_M_Current,Tobacco_M_Daily,Tobacco_F_Current,Tobacco_F_Daily,Cigarettes_M_Current,Cigarettes_M_Daily,Cigarettes_F_Current,Cigarettes_F_Daily,Tobacco_B_Current,Tobacco_B_Daily,Cigarettes_B_Current,Cigarettes_B_Daily,P1,P2,P3,P4,P5,P6,P7,P8,P9,C2,P17,P11,P12,P13,P14,P15,P10,P16,O1,O2,O3,O6,O7,O9,O10,O12,O13,O14,O15,O16,W1A,W2A,W3A,W4A,W15A,W16A,W11A,W14A,W6A,W7A,W8A,W10A,W5A,W13A,W12A,W9A,W17A,W18A,W19A,W20A,W21A,W25A,W26A,W1C,W2C,W3C,W4C,W15C,W16C,W11C,W14C,W6C,W7C,W8C,W10C,W5C,W13C,W12C,W9C,W17C,W18C,W19C,W20C,W21C,W25C,W26C,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,E1,E2,E3,E4,E5,E6,E7,C3,E17,E9,E10,E11,E12,E13,E14,E15,C4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,N1,N2,N3,N4,N5,N6,P1_N,P2_N,P3_N,P4_N,P5_N,P6_N,P7_N,P8_N,P9_N,C2_N,P17_N,P11_N,P12_N,P13_N,P14_N,P15_N,P10_N,P16_N,O3_N,W1A_N,W2A_N,W3A_N,W4A_N,W15A_N,W16A_N,W11A_N,W14A_N,W6A_N,W7A_N,W8A_N,W10A_N,W5A_N,W13A_N,W12A_N,W9A_N,W17A_N,W18A_N,W19A_N,W20A_N,W21A_N,W25A_N,W26A_N,W1C_N,W2C_N,W3C_N,W4C_N,W15C_N,W16C_N,W11C_N,W14C_N,W6C_N,W7C_N,W8C_N,W10C_N,W5C_N,W13C_N,W12C_N,W9C_N,W17C_N,W18C_N,W19C_N,W20C_N,W21C_N,W25C_N,W26C_N,MM_N,E1_N,E2_N,E3_N,E4_N,E5_N,E6_N,E7_N,C3_N,E17_N,E9_N,E10_N,E11_N,E12_N,E13_N,E14_N,E15_N,C4_N,R_N
WPR,Samoa,178943,Middle,2,3,3,3,999,4,4,3,Samoa STEPS Survey,2002,National,25 - 64,Daily tobacco smoking,45.2,18,988,Current tobacco smoking,56.9,21.8,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NR,5,Yes,Yes,Yes,Yes,No,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,No,No,No,No,NR,Yes,30,30,30,No,999,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,30,30,30,No,999,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,No,988,No,No,No,Yes,No,No,No,Yes,988,7.8,WST,5.79,2.69,49%,0%,0%,63%,49%,13%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,120000.00,WST,45382.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,San Marino,31537,High,1,3,1,2,999,4,1,1,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NR,5,Yes,Yes,Yes,No,No,NR,NR,. . .,. . .,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,Yes,No,No,988,No,No,No,No,No,No,No,No,999,NR,NR,NR,NR,988,988,988,988,988,988,NR,NR,NR,NR,NR,NR,988,988,988,988,NA,NR,NR,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Sao Tome and Principe,165397,Middle,1,2,2,2,999,2,2,2,Analise da situacao do tabagismo em São Tomé e Príncipe,1997,Subnational,14+,Daily cigarette smoking,28.8,14.3,25,. . .,. . .,. . .,. . .,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,No,No,No,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,20000,STD,2.24,1.31,0%,6%,2%,8%,6%,2%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Saudi Arabia,26245969,High,3,3,5,2,999,4,3,4,Saudi Arabia STEPS Survey,2004,National,15 - 64,Daily tobacco smoking,20.9,1.2,988,Current tobacco smoking,20.2,1.4,988,Daily users of smokeless tobacco,1.3,0.5,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,No,No,NA,No,NA,NR,4,Yes,No,Yes,No,No,NR,NR,Yes,Yes,In a pharmacy with a prescription,No,NA,No,NA,Yes in some,Yes in some,No,Yes in most,Yes in some,Yes,966,966,966,Yes,1,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,988,Yes,Yes,Yes,Yes,Yes,Yes,No,No,988,6,SAR,1.97,1.6,0%,0%,33%,33%,0%,33%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,30,13000000.00,SAR,3466666.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,NA,z,NA,z,NA,NA,NA,z,z,z,z,z,z,NA,NA,NA,NA
AFR,Senegal,12860717,Middle,3,2,4,2,999,2,3,4,"World Health Survey, Senegal",2003,National,18+,Daily tobacco smoking,19.8,1,10,Current tobacco smoking,22.2,1.7,11.6,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,No,No,No,No,No,No,No,NA,0,1,Yes,No,Yes,No,No,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,Yes in some,Yes in some,Yes,966,966,966,Yes,1,Yes,No,No,No,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Yes,966,966,966,Yes,1,Yes,No,No,No,NR,No,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,No,No,No,No,No,No,No,999,No,Yes,No,No,No,No,NR,No,0,600,XOF,2.22,1.27,0%,24%,0%,39%,24%,15%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,8,37000000.00,XOF,77201.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Serbia,9855857,Middle,4,3,3,3,999,4,4,3,National Health Survey Serbia,2006,National,20+,Daily tobacco smoking,32.5,23.7,27.7,Occasional tobacco smoking,5.6,5.6,5.9,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,No,No,No,NA,2,3,Yes,Yes,Yes,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,No,NA,Yes in some,Yes in some,Yes in some,No,No,Yes,35,30,40,Yes,12,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,966,966,966,No,999,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,No,10,No,Yes,Yes,No,No,Yes,No,Yes,5,60,RSD,1.76,0.95,16%,33%,0%,64%,49%,15%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,36882225.00,RSD,630966.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Seychelles,84600,Middle,3,2,4,2,999,4,5,3,Prevalence of Cardiovascular Risk Factors in a Middle-income Country and Estimated Cost of a Treatment Strategy,2004,National,25 - 64,Daily cigarette smoking,30.8,3.9,17.4,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,NR,No,No,No,No,No,NA,NR,2,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,No,Yes in most,No,No,Yes in most,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,988,No,No,No,No,No,No,No,Yes,988,66,SCR,15.13,3.98,76%,0%,0%,76%,76%,0%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,1,20000.00,USD,20000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Sierra Leone,5835664,Low,2,2,2,2,999,2,3,2,Blood Pressure and Hypertension in Rural and Urban Sierra Leoneans,1999,Subnational,15+,Current cigarette smoking,32.3,10.3,17.7,. . .,. . .,. . .,. . .,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,NR,No,999,1600,SLL,1.17,0.53,0%,13%,4%,30%,13%,17%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Singapore,4836691,High,2,3,5,5,999,4,4,4,National Health Surveillance Survey,2007,National,18+,Daily cigarette smoking,22.8,3.6,13,Current cigarette smoking,25.2,4.2,14.5,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,No,No,No,Yes,No,Yes,NA,10,4,Yes,Yes,Yes,Yes,Yes,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in most,Yes in most,Yes in some,Yes in some,NR,Yes,50,50,50,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,50,50,50,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,,,,,,,Yes,No,Yes,No,No,Yes,No,9,No,Yes,No,No,No,No,No,No,10,11.6,SGD,10.7,8.06,61%,0%,0%,67%,61%,7%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,29,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Slovakia,5411640,High,3,3,4,3,999,4,5,3,"World Health Survey, Slovakia",2003,National,18+,Daily tobacco smoking,32.8,14.3,22.1,Current tobacco smoking,40.8,23,30.5,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,No,No,Yes,NA,8,4,Yes,Yes,Yes,No,No,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,No,No,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,No,10,No,No,No,No,No,No,No,No,999,2.0964,EUR,3.72,0.1,45%,24%,0%,85%,69%,16%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,658320.00,SKK,20408.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Slovenia,2024912,High,4,3,4,3,999,4,4,3,EHIS European Health Interview Survey,2007,National,18+,Daily tobacco smoking,23.1,15.9,19.4,Occasional tobacco smoking,5.9,6,6,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,No,No,No,No,9,3,Yes,Yes,Yes,Yes,No,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,No,No,Yes in some,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,Yes,8,No,No,No,Yes,No,Yes,Yes,Yes,10,2.2,EUR,3.53,3.06,15%,43%,0%,75%,58%,17%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,98000.00,EUR,143552.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Solomon Islands,535699,Low,1,2,4,2,999,2,1,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,Yes in some,Yes in most,Yes in most,Yes in most,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,NR,NR,NR,NR,988,988,988,988,988,988,NR,NR,NR,NR,NR,NR,988,988,988,988,NA,Yes,Yes,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Somalia,9358602,Low,1,2,2,2,999,2,2,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,Yes,Yes,No,No,No,NA,NR,2,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,0.3,USD,NR,0.3,0%,0%,10%,10%,0%,10%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,988,NR,NA,NR,NA,NA,NA,z,z,NA,NA,NA,NA,NA,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,South Africa,50492408,Middle,3,3,3,2,999,4,3,3,South Africa Demographic and Health Survey,2003,National,15+,Daily tobacco smoking,31.7,9,988,Current tobacco smoking,35.1,10.2,988,Ever use of smokeless tobacco daily,2.4,10.9,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,No,No,No,NA,6,3,Yes,Yes,Yes,No,Yes,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,Yes in most,Yes in most,Yes in most,Yes in most,Yes in most,Yes,20,15,25,Yes,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NR,NR,Yes,Yes,NR,NR,No,No,Yes,No,Yes,15,966,966,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Yes,NR,NR,Yes,Yes,NR,NR,No,No,Yes,No,,,,,,,,,Yes,No,Yes,No,Yes,No,No,10,No,Yes,Yes,Yes,Yes,Yes,No,Yes,5,18.99,ZAR,4.23,2.04,32%,0%,0%,45%,32%,12%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,1,10600263.00,ZAR,1283135.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Spain,45316586,High,4,4,4,3,999,4,5,3,Encuesta Nacional de Salud,2006,National,16+,Daily tobacco smoking,32,22,26,Occasional tobacco smoking,4,2,3,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,6,6,Yes,Yes,Yes,No,Yes,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,Yes in some,NR,Yes,35,30,40,Yes,17,Yes,Yes,Yes,Yes,Yes,No,No,No,NR,NR,NR,NR,NR,No,No,No,No,Yes,988,988,988,Yes,1,NR,NR,NR,NR,NR,NR,No,No,NR,NR,NR,NR,NR,No,No,No,No,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,Yes,Yes,Yes,No,Yes,No,Yes,6,2.5,EUR,3.21,3.48,7%,57%,0%,77%,64%,14%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab
SEAR,Sri Lanka,20409946,Middle,3,4,3,2,999,4,4,3,Sri Lanka STEPS Survey,2006,National,15 - 64,Daily tobacco smoking,22.8,0.3,11.4,Current tobacco smoking,29.9,0.4,15,Current users of smokeless tobacco,24.9,6.9,15.8,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,8,6,Yes,Yes,Yes,Yes,No,NR,NR,No,No,NA,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in most,Yes in most,Yes in most,No,Yes in some,Yes,966,966,966,Yes,2,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,966,966,966,No,999,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,,,,,,Yes,No,Yes,No,Yes,Yes,Yes,5,No,Yes,Yes,Yes,No,Yes,Yes,Yes,5,320,LKR,6.7,2.83,59%,0%,0%,72%,59%,13%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,4,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
