REGION,COUNTRY,Popn_2010,Inc_group_2010,M_Group,P_Group,O_Group,W_Group,W_MM_Group,E_Group,R_Group,NTCP_Group,Survey_title,Survey_year,Survey_national,Survey_age_grp,Smk_1_def,Smk_1_tob_use_M,Smk_1_tob_use_F,Smk_1_tob_use_B,Smk_2_def,Smk_2_tob_use_M,Smk_2_tob_use_F,Smk_2_tob_use_B,Smkless_def,Smkless_tob_use_M,Smkless_tob_use_F,Smkless_tob_use_B,Tobacco_M_Current,Tobacco_M_Daily,Tobacco_F_Current,Tobacco_F_Daily,Cigarettes_M_Current,Cigarettes_M_Daily,Cigarettes_F_Current,Cigarettes_F_Daily,Tobacco_B_Current,Tobacco_B_Daily,Cigarettes_B_Current,Cigarettes_B_Daily,P1,P2,P3,P4,P5,P6,P7,P8,P9,C2,P17,P11,P12,P13,P14,P15,P10,P16,O1,O2,O3,O6,O7,O9,O10,O12,O13,O14,O15,O16,W1A,W2A,W3A,W4A,W15A,W16A,W11A,W14A,W6A,W7A,W8A,W10A,W5A,W13A,W12A,W9A,W17A,W18A,W19A,W20A,W21A,W25A,W26A,W1C,W2C,W3C,W4C,W15C,W16C,W11C,W14C,W6C,W7C,W8C,W10C,W5C,W13C,W12C,W9C,W17C,W18C,W19C,W20C,W21C,W25C,W26C,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,E1,E2,E3,E4,E5,E6,E7,C3,E17,E9,E10,E11,E12,E13,E14,E15,C4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,N1,N2,N3,N4,N5,N6,P1_N,P2_N,P3_N,P4_N,P5_N,P6_N,P7_N,P8_N,P9_N,C2_N,P17_N,P11_N,P12_N,P13_N,P14_N,P15_N,P10_N,P16_N,O3_N,W1A_N,W2A_N,W3A_N,W4A_N,W15A_N,W16A_N,W11A_N,W14A_N,W6A_N,W7A_N,W8A_N,W10A_N,W5A_N,W13A_N,W12A_N,W9A_N,W17A_N,W18A_N,W19A_N,W20A_N,W21A_N,W25A_N,W26A_N,W1C_N,W2C_N,W3C_N,W4C_N,W15C_N,W16C_N,W11C_N,W14C_N,W6C_N,W7C_N,W8C_N,W10C_N,W5C_N,W13C_N,W12C_N,W9C_N,W17C_N,W18C_N,W19C_N,W20C_N,W21C_N,W25C_N,W26C_N,MM_N,E1_N,E2_N,E3_N,E4_N,E5_N,E6_N,E7_N,C3_N,E17_N,E9_N,E10_N,E11_N,E12_N,E13_N,E14_N,E15_N,C4_N,R_N
AMR,Saint Vincent and the Grenadines,109284,Middle,2,2,3,2,1,2,2,2,Risk Factor Survey in Saint Vincent,1991,National,19+,Daily cigarette smoking,17.4,1.9,8.6,Current cigarette smoking,26.4,3.5,13.5,NR,988,988,988,18,17,6,5,18,17,6,5,12,11,12,11,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,No,Yes,Pharmacy with Rx,No,NA,No,NA,No,Yes in some,Yes in most,Yes in some,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,5.40,XCD,3.78,2.00,2%,0%,0%,16%,2%,14%,3.78,3.78,NA,NA,NA,NA,999,999,999,999,No,No,No,999,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Samoa,178943,Middle,2,3,3,3,5,4,4,3,Samoa STEPS Survey,2002,National,25 - 64,Daily tobacco smoking,45.2,18,988,Current tobacco smoking,56.9,21.8,988,NR,988,988,988,58,988,23,988,58,988,23,988,41,988,41,988,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,5,5,Yes,Yes,Yes,Yes,No,No,NA,No,Yes,Pharmacy,No,NA,No,NA,No,No,No,No,NR,Yes,30,30,30,No,999,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,30,30,30,No,999,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,10,No,No,No,Yes,No,No,No,Yes,10,8.00,WST,5.51,3.22,48%,0%,0%,61%,48%,13%,5.51,5.51,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,2,120000.00,WST,45382.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,San Marino,31537,High,2,3,3,2,1,4,4,1,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,10,5,Yes,Yes,Yes,No,No,No,NA,NR,Yes,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,NR,NR,NR,NR,NR,NR,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Yes,No,Yes,No,Yes,No,No,9,No,No,No,No,No,No,No,No,999,4.00,EUR,NR,5.21,0%,74%,0%,74%,74%,0%,NR,NR,NA,NA,NA,NA,999,999,999,999,No,NR,NR,988,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Sao Tome and Principe,165397,Middle,2,2,2,2,2,2,2,2,Sao Tome and Principe STEPS Survey,2009,National,25 - 64,Daily tobacco smoking,6.5,0.8,3.5,Current tobacco smoking,9.7,1.7,5.5,Current users of smokeless tobacco,3.8,1.9,2.8,9,6,2,977,8,5,977,977,5,4,5,3,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,No,No,NA,No,NA,No,NA,No,No,No,No,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,20000.00,STD,1.68,1.06,0%,9%,3%,11%,9%,3%,1.68,0.84,NA,NA,NA,NA,999,999,999,999,No,No,No,999,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Saudi Arabia,26245969,High,2,3,5,2,3,4,3,4,Saudi Arabia STEPS Survey,2004,National,15 - 64,Daily tobacco smoking,20.9,1.2,988,Current tobacco smoking,20.2,1.4,988,Daily users of smokeless tobacco,1.3,0.5,988,24,18,1,977,19,13,977,977,12,9,10,7,Yes,Yes,Yes,Yes,No,No,NA,No,NA,988,4,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Pharmacy with Rx,No,NA,No,NA,Yes in some,Yes in some,No,Yes in most,Yes in some,Yes,966,966,966,Yes,1,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,NR,Yes,No,Yes,Yes,Yes,No,No,988,Yes,Yes,Yes,Yes,Yes,Yes,No,No,988,7.00,SAR,2.67,1.87,0%,0%,29%,29%,0%,29%,2.67,1.52,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,30,13000000.00,SAR,3466666.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,NA,z,NA,z,NA,NA,NA,z,z,z,z,z,z,NA,NA,NA,NA
AFR,Senegal,12860717,Middle,2,2,4,2,2,2,3,4,"World Health Survey, Senegal",2003,National,18+,Daily tobacco smoking,19.8,1,10,Current tobacco smoking,22.2,1.7,11.6,NR,988,988,988,16,13,977,977,12,9,977,977,8,7,6,5,Yes,No,No,No,No,No,No,No,NA,0,1,Yes,No,Yes,No,No,No,NA,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in some,Yes in some,Yes in some,Yes,966,966,966,Yes,1,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,966,966,966,Yes,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,Yes,No,No,No,No,No,No,0,650.00,XOF,2.44,1.29,0%,26%,0%,42%,26%,15%,2.44,0.75,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,8,37000000.00,XOF,77201.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Serbia,9855857,Middle,4,3,4,3,5,4,4,3,National Health Survey Serbia,2006,National,20+,Daily tobacco smoking,32.5,23.7,27.7,Occasional tobacco smoking,5.6,5.6,5.9,NR,988,988,988,38,33,27,24,38,33,27,24,32,29,32,29,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,10,5,Yes,Yes,Yes,Yes,No,No,NA,No,Yes,Pharmacy,Yes,Pharmacy,No,NA,Yes in some,Yes in some,Yes in some,No,No,Yes,35,30,40,Yes,12,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,10,No,Yes,Yes,No,No,Yes,No,Yes,3,85.00,RSD,2.19,1.05,22%,35%,0%,72%,57%,15%,2.19,1.55,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,2,9111721.00,RSD,117 224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Seychelles,84600,Middle,2,5,3,3,3,4,4,3,Prevalence of Cardiovascular Risk Factors in a Middle-income Country and Estimated Cost of a Treatment Strategy,2004,National,25 - 64,Daily cigarette smoking,30.8,3.9,17.4,NR,988,988,988,NR,988,988,988,24,19,5,3,21,16,2,1,14,11,12,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,8,Yes,Yes,Yes,No,No,No,NA,No,Yes,Pharmacy,Yes,NA,No,NA,No,No,No,No,No,Yes,50,966,966,No,999,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,50,966,966,No,999,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,7,No,Yes,No,Yes,Yes,Yes,No,Yes,10,74.00,SCR,14.06,5.95,68%,0%,0%,68%,68%,0%,14.06,14.06,NA,NA,NA,NA,999,999,999,999,No,No,Yes,1,20000.00,USD,20000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Sierra Leone,5835664,Low,3,2,2,2,2,2,3,2,The Prevalence of the Common Risk Factors of Noncommunicable Diseases in Sierra Leone,2009,National,25 - 64,Daily tobacco smoking,39.5,7.5,22.5,Current tobacco smoking,43.1,10.5,25.8,NR,988,988,988,39,37,8,7,30,27,1,977,23,22,16,14,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,No,No,NA,No,NA,No,NA,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,NR,NR,NR,NR,NR,NR,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,No,No,No,No,No,NR,No,999,1600.00,SLL,0.99,0.41,0%,18%,7%,39%,18%,20%,0.99,0.37,NA,NA,NA,NA,999,999,999,999,No,No,No,999,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Singapore,4836691,High,2,3,5,5,5,4,4,4,National Health Surveillance Survey,2007,National,18+,Daily cigarette smoking,22.8,3.6,13,Current cigarette smoking,25.2,4.2,14.5,NR,988,988,988,35,25,6,4,33,23,5,4,21,15,19,13,Yes,Yes,No,No,No,Yes,No,Yes,NA,8,4,Yes,Yes,Yes,Yes,Yes,No,NA,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in most,Yes in most,Yes in some,Yes in some,NR,Yes,50,50,50,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,50,50,50,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,10,No,Yes,No,No,No,No,No,No,10,11.60,SGD,11.30,8.52,61%,0%,0%,67%,61%,7%,11.3,7.98,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,29,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Slovakia,5411640,High,2,4,4,3,2,4,5,3,"World Health Survey, Slovakia",2003,National,18+,Daily tobacco smoking,32.8,14.3,22.1,Current tobacco smoking,40.8,23,30.5,NR,988,988,988,39,32,19,15,39,32,19,15,29,23,29,23,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,5,6,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,No,No,Yes in some,No,Yes in some,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,No,No,10,No,No,No,No,No,No,No,No,999,2.42,EUR,4.38,3.15,43%,24%,0%,83%,67%,16%,4.38,3.78,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,2,658320.00,SKK,30818.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Slovenia,2024912,High,4,3,4,3,2,4,5,3,EHIS European Health Interview Survey,2007,National,18+,Daily tobacco smoking,23.1,15.9,19.4,Occasional tobacco smoking,5.9,6,6,NR,988,988,988,30,26,22,18,30,26,22,18,26,22,26,22,Yes,Yes,Yes,No,No,No,No,No,No,7,3,Yes,Yes,Yes,Yes,No,No,NA,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,No,No,Yes in some,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,No,Yes,8,No,No,No,Yes,No,Yes,Yes,Yes,7,2.50,EUR,3.96,3.26,15%,44%,0%,76%,59%,17%,3.96,3.49,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,2,98000.00,EUR,143552.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Solomon Islands,535699,Low,2,3,4,3,1,4,1,3,Solomon Islands STEPS Survey,2009,Subnational,15 - 64,Daily tobacco smoking,43.4,15.3,29.7,Current tobacco smoking,56.1,26.1,41.4,NR,988,988,988,46,41,19,14,46,41,19,14,32,27,32,27,Yes,Yes,Yes,No,No,No,No,Yes,NA,988,4,Yes,No,Yes,Yes,No,No,NA,No,Yes,Pharmacy,No,NA,No,NA,Yes in some,Yes in most,Yes in most,Yes in most,No,Yes,30,966,966,No,999,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,30,966,966,No,999,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Yes,Yes,Yes,Yes,Yes,No,Yes,999,No,Yes,Yes,Yes,No,Yes,No,No,999,NR,NR,NR,NR,988,988,988,988,988,988,NR,NR,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,988,NR,NR,NR,y,y,y,NA,NA,NA,NA,y,NA,NA,y,y,NA,NA,y,NA,NA,NA,NA,y,y,NA,NA,NA,NA,y,y,NA,y,y,NA,NA,NA,y,y,y,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,y,y,y,y,NA,NA,NA,NA,NA,y,y,y,y,y,NA,y,NA,NA,y,y,y,NA,y,NA,NA,NA,NA
EMR,Somalia,9358602,Low,1,2,2,2,1,2,2,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,No,No,No,Yes,Yes,No,No,No,NA,4,2,No,NA,NA,No,No,No,NA,No,No,NA,No,NA,No,NA,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,0.30,USD,NR,0.30,0%,0%,10%,10%,0%,10%,NR,NR,NA,NA,NA,NA,999,999,999,999,No,No,Yes,988,NR,NR,NR,NA,NA,NA,z,z,NA,NA,NA,NA,NA,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,South Africa,50492408,Middle,2,3,3,2,2,4,4,3,South Africa Demographic and Health Survey,2003,National,15+,Daily tobacco smoking,31.7,9,988,Current tobacco smoking,35.1,10.2,988,Ever use of smokeless tobacco daily,2.4,10.9,988,24,19,8,7,21,17,7,5,16,13,14,11,Yes,Yes,Yes,No,No,No,No,No,NA,8,3,Yes,Yes,Yes,No,Yes,No,NA,Yes,Yes,Pharmacy,Yes,Pharmacy,Yes,Pharmacy,Yes in most,Yes in most,Yes in most,Yes in most,Yes in most,Yes,20,15,25,Yes,8,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,15,966,966,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,No,No,7,No,Yes,Yes,Yes,Yes,Yes,No,Yes,7,21.99,ZAR,4.31,3.00,41%,0%,0%,53%,41%,12%,4.31,2.94,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,1,1446567.00,ZAR,  197 591,c,c,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Spain,45316586,High,4,5,4,4,2,4,5,3,Encuesta Europea de Salud en España,2009,National,16+,Daily tobacco smoking,31.2,21.3,26.2,Current tobacco smoking,35.4,24.6,29.9,NR,988,988,988,36,32,27,23,36,32,27,23,32,28,32,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,8,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in some,Yes in some,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,Yes,Yes,Yes,No,Yes,No,Yes,10,3.40,EUR,4.41,4.43,6%,57%,0%,78%,63%,15%,4.41,2.59,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,988,NR,NR,NR,NA,NA,NA,NA,NA,y,y,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab
